25277,52251,1914162,00:00.0,00:00.0,AYERST LABS    ,Query_Manufacturer.csv
1630,3850,1918249,00:00.0,00:00.0,SKB PHARM INC  ,Query_Manufacturer.csv
1630,11867,1918257,00:00.0,00:00.0,SKB PHARM INC  ,Query_Manufacturer.csv
1953,4691,1919555,00:00.0,00:00.0,SKB PHARM INC  ,Query_Manufacturer.csv
2157,5253,1925806,00:00.0,NULL,BOOTS PHARM    ,Query_Manufacturer.csv
1066,21478,1927159,00:00.0,NULL,GENDERM CANADA ,Query_Manufacturer.csv
70,13255,1927973,00:00.0,00:00.0,GLAXO CANADA   ,Query_Manufacturer.csv
16788,21412,1945130,00:00.0,00:00.0,JANSSEN PHARM  ,Query_Manufacturer.csv
2378,5610,1945874,00:00.0,00:00.0,WARNER-LAMBERT ,Query_Manufacturer.csv
4520,19288,1951823,00:00.0,NULL,GLAXO CANADA   ,Query_Manufacturer.csv
4520,19287,1951831,00:00.0,NULL,GLAXO CANADA   ,Query_Manufacturer.csv
832,1813,1951890,00:00.0,NULL,B.BRAUN MEDICAL,Query_Manufacturer.csv
2849,6655,1953673,00:00.0,00:00.0,PHARMASCIENCE  ,Query_Manufacturer.csv
4202,18663,1959298,00:00.0,NULL,BAXTER AG      ,Query_Manufacturer.csv
4202,9660,1959328,00:00.0,NULL,BAXTER AG      ,Query_Manufacturer.csv
4202,9658,1959336,00:00.0,NULL,BAXTER AG      ,Query_Manufacturer.csv
4202,9659,1959344,00:00.0,NULL,BAXTER AG      ,Query_Manufacturer.csv
4202,9657,1959379,00:00.0,NULL,BAXTER AG      ,Query_Manufacturer.csv
6324,46235,1962795,00:00.0,NULL,PFIZER CANADA  ,Query_Manufacturer.csv
4220,9691,1962884,00:00.0,NULL,AVENTIS PASTEUR,Query_Manufacturer.csv
4220,9691,1962906,00:00.0,NULL,AVENTIS PASTEUR,Query_Manufacturer.csv
151,13641,1962973,00:00.0,00:00.0,SANOFI WINTHROP,Query_Manufacturer.csv
2773,6426,1968343,00:00.0,NULL,BOOTS PHARM    ,Query_Manufacturer.csv
2773,6427,1968351,00:00.0,NULL,BOOTS PHARM    ,Query_Manufacturer.csv
3993,9150,1970410,00:00.0,00:00.0,GLAXOSMITHKLINE,Query_Manufacturer.csv
3993,9148,1970429,00:00.0,00:00.0,GLAXOSMITHKLINE,Query_Manufacturer.csv
1699,4119,1971395,00:00.0,00:00.0,LABORATOIRES TR,Query_Manufacturer.csv
6410,16858,1974521,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
5446,14863,1977740,00:00.0,00:00.0,PHARMACARE LTD ,Query_Manufacturer.csv
2073,17923,1986872,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
2859,18126,1990926,00:00.0,NULL,NOVARTIS PHARMA,Query_Manufacturer.csv
2859,18125,1992880,00:00.0,NULL,NOVARTIS PHARMA,Query_Manufacturer.csv
1168,2708,1997203,00:00.0,00:00.0,CIBA-GEIGY SELF,Query_Manufacturer.csv
1326,16137,2006731,00:00.0,00:00.0,PHARMASCIENCE  ,Query_Manufacturer.csv
7626,18766,2009331,00:00.0,NULL,PHARMACIA CA   ,Query_Manufacturer.csv
6352,16676,2010925,00:00.0,NULL,SEARLE CANADA  ,Query_Manufacturer.csv
1617,3775,2018179,00:00.0,NULL,RATIOPHARM     ,Query_Manufacturer.csv
1617,15566,2018187,00:00.0,NULL,RATIOPHARM     ,Query_Manufacturer.csv
765,1720,2022230,00:00.0,00:00.0,NOVO NORDISK   ,Query_Manufacturer.csv
782,1743,2022249,00:00.0,NULL,NOVO NORDISK   ,Query_Manufacturer.csv
6620,29894,2027836,00:00.0,00:00.0,SEARLE CANADA  ,Query_Manufacturer.csv
6620,29895,2027844,00:00.0,00:00.0,SEARLE CANADA  ,Query_Manufacturer.csv
6620,29896,2027852,00:00.0,00:00.0,SEARLE CANADA  ,Query_Manufacturer.csv
2102,5132,2028646,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
2102,5131,2028654,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
6249,16816,2028697,00:00.0,NULL,PARKE-DAVIS    ,Query_Manufacturer.csv
6323,16599,2028727,00:00.0,NULL,ASTRAZENECA CAN,Query_Manufacturer.csv
6323,16600,2028735,00:00.0,NULL,ASTRAZENECA CAN,Query_Manufacturer.csv
6323,16601,2028743,00:00.0,NULL,ASTRAZENECA CAN,Query_Manufacturer.csv
1848,16192,2028751,00:00.0,NULL,GLAXOSMITHKLINE,Query_Manufacturer.csv
1848,15579,2028778,00:00.0,NULL,GLAXOSMITHKLINE,Query_Manufacturer.csv
3230,7425,2028832,00:00.0,00:00.0,CETYLITE INDUST,Query_Manufacturer.csv
3230,7426,2028859,00:00.0,00:00.0,CETYLITE INDUST,Query_Manufacturer.csv
6249,16817,2029405,00:00.0,00:00.0,PARKE-DAVIS    ,Query_Manufacturer.csv
6249,16818,2029413,00:00.0,00:00.0,PARKE-DAVIS    ,Query_Manufacturer.csv
7590,21953,2031108,00:00.0,NULL,NOVARTIS PHARMA,Query_Manufacturer.csv
6410,26212,2038269,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
2304,5489,2039400,00:00.0,00:00.0,UNKNOWN        ,Query_Manufacturer.csv
3727,16211,2039478,00:00.0,NULL,RATIOPHARM     ,Query_Manufacturer.csv
3953,8944,2043203,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
8060,18754,2045850,00:00.0,00:00.0,SCANDIPHARM INC,Query_Manufacturer.csv
7997,1862,2046725,00:00.0,NULL,B.BRAUN MEDICAL,Query_Manufacturer.csv
1186,2766,2047502,00:00.0,NULL,TEVA CANADA LIM,Query_Manufacturer.csv
6035,16786,2049414,00:00.0,00:00.0,ORTHO PHARM    ,Query_Manufacturer.csv
6035,16787,2049422,00:00.0,NULL,ORTHO PHARM    ,Query_Manufacturer.csv
6035,27755,2049430,00:00.0,NULL,ORTHO PHARM    ,Query_Manufacturer.csv
4298,30695,2050153,00:00.0,00:00.0,CETYLITE INDUST,Query_Manufacturer.csv
6080,15939,2051788,00:00.0,NULL,SANOFI-AVENTIS ,Query_Manufacturer.csv
6080,15940,2051796,00:00.0,NULL,SANOFI-AVENTIS ,Query_Manufacturer.csv
6080,15941,2051818,00:00.0,NULL,SANOFI-AVENTIS ,Query_Manufacturer.csv
4045,7727,2053128,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
8003,1817,2059681,00:00.0,NULL,FRESENIUS USA I,Query_Manufacturer.csv
7996,1861,2059703,00:00.0,NULL,FRESENIUS USA I,Query_Manufacturer.csv
2729,6333,2065649,00:00.0,NULL,MEDISAN PHARM  ,Query_Manufacturer.csv
3913,18486,2065711,00:00.0,00:00.0,PHARMACIA CA   ,Query_Manufacturer.csv
7377,27530,2067994,00:00.0,NULL,AVENTIS PHARMA ,Query_Manufacturer.csv
7377,27529,2068001,00:00.0,NULL,AVENTIS PHARMA ,Query_Manufacturer.csv
7377,27528,2068028,00:00.0,NULL,AVENTIS PHARMA ,Query_Manufacturer.csv
6578,17095,2069504,00:00.0,NULL,PHARMACIA/UPJHN,Query_Manufacturer.csv
6578,24404,2069520,00:00.0,NULL,PHARMACIA/UPJHN,Query_Manufacturer.csv
1650,46086,2072734,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1650,46089,2072742,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1650,46090,2072750,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1650,46091,2072769,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1650,46087,2072777,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
3930,8841,2074796,00:00.0,NULL,ABIC LTD       ,Query_Manufacturer.csv
4520,11673,2076284,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
4520,11674,2076292,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
2106,5144,2083361,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
2106,5143,2083388,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
1617,3773,2083418,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
1617,3774,2083426,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
3676,8238,2083434,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
3676,8237,2083442,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
3648,8178,2083450,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
3647,14097,2083493,00:00.0,NULL,TARO PHARM     ,Query_Manufacturer.csv
4556,11747,2083620,00:00.0,NULL,DEPRENYL RES   ,Query_Manufacturer.csv
4556,11748,2083639,00:00.0,NULL,DEPRENYL RES   ,Query_Manufacturer.csv
4556,11749,2083647,00:00.0,NULL,DEPRENYL RES   ,Query_Manufacturer.csv
1620,3781,2084201,00:00.0,NULL,SYNCARE/SYNTEX ,Query_Manufacturer.csv
4791,17195,2084244,00:00.0,NULL,RATIOPHARM     ,Query_Manufacturer.csv
3926,8832,2084422,00:00.0,NULL,MEDICAN PHARMA ,Query_Manufacturer.csv
3926,13574,2084430,00:00.0,NULL,MEDICAN PHARMA ,Query_Manufacturer.csv
9612,46259,2087405,00:00.0,00:00.0,B-M SQUIBB     ,Query_Manufacturer.csv
3905,8798,2089920,00:00.0,NULL,ABIC LTD       ,Query_Manufacturer.csv
7873,16255,2090015,00:00.0,NULL,GLAXOSMITHKLINE,Query_Manufacturer.csv
4123,9508,2091208,00:00.0,NULL,APOTEX INC     ,Query_Manufacturer.csv
4868,13725,2091216,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
3904,38450,2091305,00:00.0,NULL,ABIC LTD       ,Query_Manufacturer.csv
4868,13723,2091372,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
4868,13724,2091380,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
7880,19340,2093405,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
2105,7855,2094932,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
2105,7856,2094940,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
57,11813,2094959,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
180,13670,2094967,00:00.0,NULL,SYNCARE/SYNTEX ,Query_Manufacturer.csv
180,567,2094975,00:00.0,NULL,SYNCARE/SYNTEX ,Query_Manufacturer.csv
1168,2698,2097095,00:00.0,00:00.0,CIBA-GEIGY SELF,Query_Manufacturer.csv
1168,2698,2097109,00:00.0,00:00.0,CIBA-GEIGY SELF,Query_Manufacturer.csv
1168,2698,2097117,00:00.0,00:00.0,CIBA-GEIGY SELF,Query_Manufacturer.csv
180,15959,2097133,00:00.0,NULL,SYNCARE/SYNTEX ,Query_Manufacturer.csv
3985,9116,2097184,00:00.0,00:00.0,NOVOPHARM LTD  ,Query_Manufacturer.csv
3985,9117,2097192,00:00.0,00:00.0,NOVOPHARM LTD  ,Query_Manufacturer.csv
3985,9119,2097206,00:00.0,00:00.0,NOVOPHARM LTD  ,Query_Manufacturer.csv
4015,9231,2099632,00:00.0,NULL,CYANAMID CANADA,Query_Manufacturer.csv
4015,9230,2099640,00:00.0,NULL,CYANAMID CANADA,Query_Manufacturer.csv
4015,9227,2099659,00:00.0,NULL,CYANAMID CANADA,Query_Manufacturer.csv
4015,9226,2099667,00:00.0,NULL,CYANAMID CANADA,Query_Manufacturer.csv
4013,9223,2099713,00:00.0,NULL,VERANE PHARMA  ,Query_Manufacturer.csv
4013,9218,2099721,00:00.0,NULL,VERANE PHARMA  ,Query_Manufacturer.csv
4187,9635,2100525,00:00.0,NULL,AVENTIS PASTEUR,Query_Manufacturer.csv
4521,11677,2100541,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
4521,11678,2100568,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1847,4442,2100584,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1847,4443,2100592,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
1645,46105,2103605,00:00.0,NULL,SANOFI-AVENTIS ,Query_Manufacturer.csv
1848,19863,2113058,00:00.0,NULL,FERRING INC    ,Query_Manufacturer.csv
8712,7680,2115530,00:00.0,NULL,ALLERGAN HERBRT,Query_Manufacturer.csv
4022,7684,2115549,00:00.0,NULL,ALLERGAN HERBRT,Query_Manufacturer.csv
25,93,2122138,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
25,91,2122146,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
25,90,2122154,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
3905,8798,2122170,00:00.0,NULL,DELTA WEST     ,Query_Manufacturer.csv
6539,29101,2125285,00:00.0,NULL,SANOFI-AVENTIS ,Query_Manufacturer.csv
4193,9643,2126206,00:00.0,NULL,WYETH-AYERST CA,Query_Manufacturer.csv
3902,13270,2126621,00:00.0,NULL,FAULDING CANADA,Query_Manufacturer.csv
3910,8805,2126664,00:00.0,NULL,FAULDING CANADA,Query_Manufacturer.csv
3904,8787,2126672,00:00.0,NULL,FAULDING CANADA,Query_Manufacturer.csv
3723,8346,2126729,00:00.0,00:00.0,RATIOPHARM     ,Query_Manufacturer.csv
4045,16924,2126737,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
2103,5134,2126788,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
3910,8807,2128217,00:00.0,NULL,FAULDING CANADA,Query_Manufacturer.csv
1848,18178,2128233,00:00.0,NULL,FERRING INC    ,Query_Manufacturer.csv
1848,23910,2128241,00:00.0,NULL,FERRING INC    ,Query_Manufacturer.csv
1848,23909,2128268,00:00.0,NULL,FERRING INC    ,Query_Manufacturer.csv
1848,21776,2128276,00:00.0,NULL,FERRING INC    ,Query_Manufacturer.csv
1644,46059,2128829,00:00.0,NULL,KENRAL INC     ,Query_Manufacturer.csv
1644,46060,2128837,00:00.0,NULL,KENRAL INC     ,Query_Manufacturer.csv
4522,11679,2128888,00:00.0,NULL,KENRAL INC     ,Query_Manufacturer.csv
4522,11680,2128896,00:00.0,NULL,KENRAL INC     ,Query_Manufacturer.csv
1593,3691,2128934,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1593,3692,2128942,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
19818,9346,2130025,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
1645,46103,2130084,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1645,46108,2130114,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
4137,7001,2130203,00:00.0,00:00.0,MILES PHARMA   ,Query_Manufacturer.csv
4137,6999,2130246,00:00.0,00:00.0,MILES PHARMA   ,Query_Manufacturer.csv
4137,26463,2130254,00:00.0,00:00.0,MILES PHARMA   ,Query_Manufacturer.csv
1898,4576,2130971,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1894,4561,2131005,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
4045,9344,2131595,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
3735,11985,2132710,00:00.0,NULL,ALCON CANADA   ,Query_Manufacturer.csv
13221,16348,2134810,00:00.0,00:00.0,ASTRA PHARMA   ,Query_Manufacturer.csv
3031,13529,2134837,00:00.0,NULL,NOVOPHARM LTD  ,Query_Manufacturer.csv
2101,13494,2137356,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1615,3764,2137399,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1624,3818,2137402,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1866,22055,2137429,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1866,4478,2137445,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1373,62588,2137453,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1373,48290,2137461,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
3736,11934,2138263,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
2073,5040,2139324,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
1186,2766,2140004,00:00.0,NULL,FRANK W HORNER ,Query_Manufacturer.csv
1874,4510,2140012,00:00.0,00:00.0,DAVID BULL LABS,Query_Manufacturer.csv
1874,4509,2140020,00:00.0,00:00.0,DAVID BULL LABS,Query_Manufacturer.csv
18993,41331,2142066,00:00.0,NULL,FUJISAWA PHARM ,Query_Manufacturer.csv
7378,17873,2142090,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
7378,26214,2142139,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
183,21600,2143348,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
20274,42808,2143356,00:00.0,NULL,MCCARTHY CONSLT,Query_Manufacturer.csv
2859,6681,2144301,00:00.0,NULL,NOVARTIS PHARMA,Query_Manufacturer.csv
4526,11688,2145448,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
6544,24484,2145782,00:00.0,NULL,UCB PHARMA     ,Query_Manufacturer.csv
13336,63895,2145847,00:00.0,00:00.0,PHARMACIA CA   ,Query_Manufacturer.csv
13336,63896,2145855,00:00.0,00:00.0,PHARMACIA CA   ,Query_Manufacturer.csv
1168,2708,2146193,00:00.0,00:00.0,CIBA-GEIGY SELF,Query_Manufacturer.csv
4806,13562,2146578,00:00.0,NULL,NU-PHARM INC   ,Query_Manufacturer.csv
4744,46123,2147491,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
4744,46124,2147505,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
4744,46125,2147513,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
802,1774,2147521,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
1617,3773,2147572,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
1617,3774,2147580,00:00.0,00:00.0,BDH INC        ,Query_Manufacturer.csv
7848,19230,2148641,00:00.0,00:00.0,ASTRA PHARMA   ,Query_Manufacturer.csv
7848,19231,2148668,00:00.0,00:00.0,ASTRA PHARMA   ,Query_Manufacturer.csv
4137,18204,2150913,00:00.0,NULL,"BAYER, INC.    ",Query_Manufacturer.csv
2812,14198,2152460,00:00.0,NULL,ENDO CANADA    ,Query_Manufacturer.csv
2812,6561,2152479,00:00.0,NULL,ENDO CANADA    ,Query_Manufacturer.csv
2812,6560,2152487,00:00.0,NULL,ENDO CANADA    ,Query_Manufacturer.csv
2812,19486,2152495,00:00.0,NULL,ENDO CANADA    ,Query_Manufacturer.csv
2812,6562,2152509,00:00.0,NULL,ENDO CANADA    ,Query_Manufacturer.csv
2803,6508,2152533,00:00.0,00:00.0,BOEHRINGER ING ,Query_Manufacturer.csv
4806,18447,2152576,00:00.0,NULL,AVENTIS PHARMA ,Query_Manufacturer.csv
57,11814,2153408,00:00.0,NULL,PRO DOC LAB    ,Query_Manufacturer.csv
33092,15532,2153416,00:00.0,NULL,AVENTIS PASTEUR,Query_Manufacturer.csv
1373,48290,2154374,00:00.0,NULL,DOMINION PHARM ,Query_Manufacturer.csv
2073,5040,2154382,00:00.0,NULL,PRO DOC LAB    ,Query_Manufacturer.csv
13795,19293,2154471,00:00.0,NULL,SKB PHARM INC  ,Query_Manufacturer.csv
743,39204,2155273,00:00.0,00:00.0,COQUITLAM WELL ,Query_Manufacturer.csv
13795,19293,2155680,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
13795,40122,2155699,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
1644,46059,2155710,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
1644,46060,2155729,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
4522,11679,2155737,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
4522,11680,2155745,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
3983,9104,2155753,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
3983,9105,2155761,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
3983,9109,2155788,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
3983,9108,2155796,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
3983,9106,2155818,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
1655,46217,2155842,00:00.0,00:00.0,STCC PHARMACEUT,Query_Manufacturer.csv
6455,27247,2156024,00:00.0,NULL,LUNDBECK CANADA,Query_Manufacturer.csv
1007,2214,2157136,00:00.0,00:00.0,HOLISTA HEALTH ,Query_Manufacturer.csv
3963,8995,2157152,00:00.0,NULL,B-M SQUIBB     ,Query_Manufacturer.csv
3963,8996,2157160,00:00.0,NULL,B-M SQUIBB     ,Query_Manufacturer.csv
3963,8997,2157179,00:00.0,NULL,B-M SQUIBB     ,Query_Manufacturer.csv
3963,8998,2157187,00:00.0,NULL,B-M SQUIBB     ,Query_Manufacturer.csv
1645,46105,2158960,00:00.0,NULL,PHARMASCIENCE  ,Query_Manufacturer.csv
7787,20609,2161176,00:00.0,00:00.0,BURROUGHS WELL ,Query_Manufacturer.csv
3983,19145,2161761,00:00.0,NULL,ELI LILLY CAN  ,Query_Manufacturer.csv
3983,21870,2161788,00:00.0,NULL,ELI LILLY CAN  ,Query_Manufacturer.csv
1453,3294,2162571,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
1453,3294,2162598,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
1452,3290,2162601,00:00.0,NULL,SYNTEX INC     ,Query_Manufacturer.csv
1453,3299,2162636,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
20371,21060,2162768,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
8962,21723,2162865,00:00.0,00:00.0,CIBA-GEIGY CA  ,Query_Manufacturer.csv
8962,21724,2162873,00:00.0,00:00.0,CIBA-GEIGY CA  ,Query_Manufacturer.csv
8962,21726,2162881,00:00.0,00:00.0,CIBA-GEIGY CA  ,Query_Manufacturer.csv
2896,7609,2163470,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
2896,7608,2163489,00:00.0,NULL,HOFFMANN-LA ROC,Query_Manufacturer.csv
1236,2842,2163497,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
181,11826,2163500,00:00.0,NULL,SCHEIN PHARM   ,Query_Manufacturer.csv
10132,24093,2163624,00:00.0,NULL,B-M SQUIBB     ,Query_Manufacturer.csv
2148,40343,2163756,00:00.0,NULL,PURDUE FREDERIC,Query_Manufacturer.csv
159,21527,2164337,00:00.0,NULL,GRACEWAY PHARMA,Query_Manufacturer.csv
10246,24503,2165449,00:00.0,NULL,SCHERING-PLOUGH,Query_Manufacturer.csv
10246,24559,2165457,00:00.0,NULL,SCHERING-PLOUGH,Query_Manufacturer.csv
10246,27645,2165465,00:00.0,NULL,SCHERING-PLOUGH,Query_Manufacturer.csv
10246,24502,2165473,00:00.0,NULL,SCHERING-PLOUGH,Query_Manufacturer.csv
16196,35495,2166062,00:00.0,00:00.0,ASTRA PHARMA   ,Query_Manufacturer.csv
1063,44540,2166070,00:00.0,NULL,TEVA PHARM     ,Query_Manufacturer.csv
7859,39374,2168502,00:00.0,NULL,EMD SERONO CANA,Query_Manufacturer.csv
11043,46761,2170566,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46762,2170574,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46763,2170582,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46758,2170590,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46765,2170604,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46759,2170612,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
11043,46760,2170620,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
3647,8176,2170639,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
3647,8177,2170647,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
7396,17955,2170701,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
7396,17956,2170728,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
3999,11745,2170760,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
3999,9182,2170779,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
3999,9183,2170787,00:00.0,00:00.0,WYETH-AYERST CA,Query_Manufacturer.csv
4791,17195,2170868,00:00.0,NULL,LINSON PHARMA  ,Query_Manufacturer.csv
4791,27442,2170876,00:00.0,NULL,LINSON PHARMA  ,Query_Manufacturer.csv
6554,26650,2172585,00:00.0,NULL,NOVARTIS PHARMA,Query_Manufacturer.csv
3729,8365,2174561,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
3729,8366,2174588,00:00.0,NULL,ALTIMED PHARM  ,Query_Manufacturer.csv
7873,19319,2174693,00:00.0,NULL,GLAXO WELLCOME ,Query_Manufacturer.csv
