33592,60671,1732,00:00.0,NULL,1,ASPEN PHARMACAR
1478,3403,1740,00:00.0,00:00.0,1,ASTRAZENECA CAN
1475,13298,1783,00:00.0,00:00.0,1,ASTRAZENECA CAN
13748,70057,1791,00:00.0,NULL,1,ASPEN PHARMACAR
13748,50234,1805,00:00.0,NULL,1,ASPEN PHARMACAR
36692,3386,1813,00:00.0,00:00.0,1,ASTRAZENECA CAN
1475,3390,1821,00:00.0,00:00.0,1,ASTRAZENECA CAN
4584,11830,1910,00:00.0,00:00.0,1,ASTRAZENECA CAN
1478,250,1937,00:00.0,NULL,1,ASPEN PHARMACAR
5011,13949,1945,00:00.0,00:00.0,1,ASTRA PHARMA
10705,14476,1961,00:00.0,NULL,1,ASPEN PHARMACAR
3953,8941,2003,00:00.0,00:00.0,2,AYERST LABS
3953,8942,2011,00:00.0,00:00.0,2,AYERST LABS
2774,6429,2038,00:00.0,00:00.0,2,AYERST LABS
3947,8915,2046,00:00.0,00:00.0,2,AYERST LABS
3947,8916,2054,00:00.0,00:00.0,2,AYERST LABS
1424,7013,2089,00:00.0,00:00.0,1,AYERST LABS
3952,8934,2097,00:00.0,00:00.0,2,AYERST LABS
3952,8936,2100,00:00.0,00:00.0,2,AYERST LABS
3952,8937,2119,00:00.0,00:00.0,2,AYERST LABS
3952,8932,2127,00:00.0,00:00.0,2,AYERST LABS
3952,8935,2135,00:00.0,00:00.0,2,AYERST LABS
3958,8976,2143,00:00.0,00:00.0,2,AYERST LABS
3947,13275,2151,00:00.0,00:00.0,2,AYERST LABS
3947,13276,2178,00:00.0,00:00.0,2,AYERST LABS
3947,11946,2186,00:00.0,00:00.0,2,AYERST LABS
3937,8852,2208,00:00.0,00:00.0,5,AYERST LABS
3937,8856,2216,00:00.0,00:00.0,4,AYERST LABS
3937,8853,2224,00:00.0,00:00.0,5,AYERST LABS
3936,13576,2232,00:00.0,00:00.0,3,AYERST LABS
3936,8850,2240,00:00.0,00:00.0,5,AYERST LABS
3936,11942,2259,00:00.0,00:00.0,3,AYERST LABS
1111,2557,2267,00:00.0,00:00.0,2,AYERST LABS
1424,3210,2283,00:00.0,00:00.0,1,AYERST LABS
1408,3173,2291,00:00.0,00:00.0,1,AYERST LABS
2101,43103,2305,00:00.0,00:00.0,2,AYERST LABS
3453,7846,2313,00:00.0,00:00.0,4,AYERST LABS
3453,7847,2348,00:00.0,00:00.0,2,AYERST LABS
3940,8871,2402,00:00.0,00:00.0,2,AYERST LABS
3953,8943,2410,00:00.0,00:00.0,1,AYERST LABS
3953,8944,2429,00:00.0,00:00.0,2,AYERST LABS
3947,8917,2445,00:00.0,00:00.0,2,AYERST LABS
4526,19626,2524,00:00.0,00:00.0,1,PHARMASCIENCE
4177,9622,2526,00:00.0,00:00.0,1,AYERST LABS
529,1192,2534,00:00.0,00:00.0,2,AYERST LABS
529,1193,2542,00:00.0,00:00.0,2,AYERST LABS
1424,3211,2569,00:00.0,00:00.0,1,AYERST LABS
1424,3212,2577,00:00.0,00:00.0,1,AYERST LABS
1424,3214,2585,00:00.0,00:00.0,1,AYERST LABS
1424,3215,2593,00:00.0,00:00.0,2,AYERST LABS
1886,13478,2623,00:00.0,00:00.0,2,AYERST LABS
1886,4543,2631,00:00.0,00:00.0,2,AYERST LABS
2101,5123,2658,00:00.0,00:00.0,2,AYERST LABS
2101,5125,2666,00:00.0,00:00.0,2,AYERST LABS
995,2169,2690,00:00.0,00:00.0,1,ALLEN & HANBURY
70,13255,2712,00:00.0,00:00.0,2,ROBERTS PHARM
4265,15748,2720,00:00.0,00:00.0,1,ALLEN & HANBURY
6532,17007,2739,00:00.0,00:00.0,2,ROBERTS PHARM
160,48483,2747,00:00.0,00:00.0,2,ROBERTS PHARM
1745,4236,2773,00:00.0,00:00.0,1,PHARMASCIENCE
1053,2329,2909,00:00.0,00:00.0,1,ALLEN & HANBURY
1445,11851,2925,00:00.0,00:00.0,1,ALLEN & HANBURY
1445,13415,2933,00:00.0,00:00.0,1,ALLEN & HANBURY
1519,3500,2974,00:00.0,00:00.0,1,PHARMASCIENCE
585,21260,3033,00:00.0,00:00.0,1,PHARMASCIENCE
995,13329,3093,00:00.0,00:00.0,1,ALLEN & HANBURY
995,21085,3107,00:00.0,00:00.0,1,ROBERTS PHARM
6532,17008,3131,00:00.0,00:00.0,2,ROBERTS PHARM
1673,4012,3158,00:00.0,00:00.0,1,ALLEN & HANBURY
4591,11903,3212,00:00.0,00:00.0,2,ALLEN & HANBURY
1721,4181,3220,00:00.0,00:00.0,4,ALLEN & HANBURY
1721,4182,3239,00:00.0,00:00.0,5,ALLEN & HANBURY
1721,4183,3247,00:00.0,00:00.0,4,ALLEN & HANBURY
1427,3221,3336,00:00.0,00:00.0,1,ROBERTS PHARM
1427,3223,3352,00:00.0,00:00.0,2,ROBERTS PHARM
1427,3224,3360,00:00.0,00:00.0,1,ROBERTS PHARM
1427,3225,3379,00:00.0,00:00.0,1,ROBERTS PHARM
1062,11840,3492,00:00.0,00:00.0,3,ALLEN & HANBURY
1687,4053,3506,00:00.0,00:00.0,1,ALLEN & HANBURY
75,222,3611,00:00.0,00:00.0,2,ALLEN & HANBURY
159,476,3662,00:00.0,00:00.0,2,ALLEN & HANBURY
70,13255,3697,00:00.0,00:00.0,3,ROBERTS PHARM
2058,4965,3859,00:00.0,00:00.0,1,BOEHRINGER ING
1301,2945,3867,00:00.0,00:00.0,1,BOEHRINGER ING
1301,2944,3875,00:00.0,NULL,1,SANOFI-AVENTIS
2058,4968,3891,00:00.0,00:00.0,1,BOEHRINGER ING
3960,8983,3964,00:00.0,00:00.0,1,BRISTOL LABS CA
3952,8936,4049,00:00.0,00:00.0,1,BRISTOL LABS CA
3952,8937,4057,00:00.0,00:00.0,1,BRISTOL LABS CA
3952,8932,4065,00:00.0,00:00.0,1,BRISTOL LABS CA
3952,8935,4073,00:00.0,00:00.0,1,BRISTOL LABS CA
3953,8943,4251,00:00.0,00:00.0,1,BRISTOL LABS CA
3953,8944,4278,00:00.0,00:00.0,1,BRISTOL LABS CA
3960,8985,4286,00:00.0,00:00.0,1,BRISTOL LABS CA
1902,13479,4405,00:00.0,00:00.0,1,GLAXOSMITHKLINE
4049,9354,4421,00:00.0,00:00.0,1,BURROUGHS WELL
1974,4727,4448,00:00.0,00:00.0,2,BURROUGHS WELL
4,11808,4456,00:00.0,00:00.0,1,GLAXO WELLCOME
4,15,4464,00:00.0,00:00.0,1,GLAXO WELLCOME
2068,5018,4480,00:00.0,00:00.0,1,GLAXO WELLCOME
3895,13570,4502,00:00.0,00:00.0,1,BURROUGHS WELL
2091,5088,4561,00:00.0,00:00.0,1,WARNER WELLCOME
1100,2535,4588,00:00.0,00:00.0,2,GLAXOSMITHKLINE
4523,11682,4596,00:00.0,NULL,1,ASPEN PHARMACAR
3899,8777,4618,00:00.0,NULL,1,ASPEN PHARMACAR
3894,8772,4626,00:00.0,NULL,1,ASPEN PHARMACAR
4,19,4685,00:00.0,00:00.0,2,GLAXO WELLCOME
7845,8773,4715,00:00.0,NULL,1,ASPEN PHARMACAR
3908,8802,4723,00:00.0,NULL,1,TEVA CANADA LIM
1902,4585,4758,00:00.0,00:00.0,1,GLAXOSMITHKLINE
2091,5090,4766,00:00.0,00:00.0,1,WARNER WELLCOME
4150,9579,4774,00:00.0,00:00.0,1,AMEDRA PHARMACE
75,222,4782,00:00.0,00:00.0,4,GLAXO WELLCOME
3383,53623,4863,00:00.0,00:00.0,1,GLAXO WELLCOME
7804,21080,4952,00:00.0,00:00.0,2,CALMIC MEDICAL
1929,4641,5096,00:00.0,00:00.0,2,CIBA PHARMS
3319,7619,5134,00:00.0,00:00.0,1,NOVARTIS PHARMA
4118,7132,5142,00:00.0,00:00.0,1,NOVARTIS PHARMA
1682,11879,5185,00:00.0,00:00.0,1,CIBA PHARMS
2100,5112,5193,00:00.0,00:00.0,1,NOVARTIS PHARMA
3408,8026,5223,00:00.0,00:00.0,2,CIBA PHARMS
3563,8031,5231,00:00.0,00:00.0,1,CIBA PHARMS
3563,8032,5258,00:00.0,00:00.0,1,CIBA PHARMS
89,283,5274,00:00.0,00:00.0,1,CIBA PHARMS
3408,8028,5347,00:00.0,00:00.0,2,CIBA PHARMS
3563,8033,5355,00:00.0,00:00.0,1,CIBA PHARMS
3563,8034,5363,00:00.0,00:00.0,1,CIBA PHARMS
4496,11616,5436,00:00.0,00:00.0,1,CIBA PHARMS
1582,3667,5495,00:00.0,00:00.0,1,CIBA PHARMS
96,306,5509,00:00.0,00:00.0,1,CIBA PHARMS
96,307,5517,00:00.0,00:00.0,1,CIBA PHARMS
89,284,5525,00:00.0,00:00.0,1,STERIMAX INC.
89,286,5533,00:00.0,00:00.0,1,STERIMAX INC.
89,287,5541,00:00.0,00:00.0,1,STERIMAX INC.
3649,8182,5568,00:00.0,00:00.0,2,CIBA PHARMS
1682,4026,5606,00:00.0,NULL,1,NOVARTIS PHARMA
1682,4027,5614,00:00.0,NULL,1,NOVARTIS PHARMA
1404,3163,5622,00:00.0,00:00.0,2,NOVARTIS PHARMA
1404,3164,5630,00:00.0,00:00.0,2,NOVARTIS PHARMA
106,326,5657,00:00.0,00:00.0,1,NOVARTIS PHARMA
106,327,5665,00:00.0,00:00.0,1,NOVARTIS PHARMA
2099,5111,5681,00:00.0,00:00.0,1,CIBA PHARMS
4486,11602,5703,00:00.0,00:00.0,2,CIBA PHARMS
1404,3165,5746,00:00.0,00:00.0,2,NOVARTIS PHARMA
1404,3164,5754,00:00.0,00:00.0,2,NOVARTIS PHARMA
3319,21127,5789,00:00.0,00:00.0,1,CIBA PHARMS
4118,7133,5797,00:00.0,00:00.0,1,NOVARTIS PHARMA
1422,13409,6149,00:00.0,00:00.0,1,DESBERGERS LTEE
1053,2329,6173,00:00.0,00:00.0,1,DESBERGERS LTEE
1422,13410,6211,00:00.0,00:00.0,1,DESBERGERS LTEE
2720,47875,7269,00:00.0,00:00.0,1,PAUL ELDER
4620,12045,7277,00:00.0,00:00.0,2,PAUL ELDER
2720,6303,7285,00:00.0,00:00.0,2,PAUL ELDER
2721,6312,7315,00:00.0,00:00.0,2,PAUL ELDER
2514,5890,7323,00:00.0,00:00.0,2,PAUL ELDER
2722,6320,7331,00:00.0,00:00.0,1,PAUL ELDER
733,1609,9598,00:00.0,00:00.0,1,FISONS CORP LTD
2849,6646,9601,00:00.0,00:00.0,4,FLINT LAB CA
2773,6427,9636,00:00.0,00:00.0,3,FLINT LAB CA
2849,6648,9644,00:00.0,00:00.0,3,FLINT LAB CA
2849,6649,9652,00:00.0,00:00.0,3,FLINT LAB CA
2849,6651,9660,00:00.0,00:00.0,3,FLINT LAB CA
2849,6656,9687,00:00.0,00:00.0,3,FLINT LAB CA
2849,6657,9695,00:00.0,00:00.0,3,FLINT LAB CA
995,2169,9830,00:00.0,00:00.0,1,MERCK CANADA IN
4562,11758,9857,00:00.0,00:00.0,1,MERCK FROSST CA
170,72537,9881,00:00.0,NULL,1,SANDOZ CANADA I
1330,73982,9911,00:00.0,00:00.0,1,J&J-MERCK CONS
3941,15777,9938,00:00.0,00:00.0,1,MERCK FROSST CA
1672,4010,9989,00:00.0,00:00.0,2,FROSST/MERCK
4561,11757,10014,00:00.0,00:00.0,1,MERCK FROSST CA
1769,13469,10081,00:00.0,00:00.0,1,PENDOPHARM DIVI
170,529,10154,00:00.0,00:00.0,1,FROSST/MERCK
2854,6673,10200,00:00.0,NULL,1,PALADIN LABS
2854,11917,10219,00:00.0,NULL,1,PALADIN LABS
2812,6562,10308,00:00.0,00:00.0,1,MERCK FROSST CA
1820,4381,10332,00:00.0,00:00.0,2,PENDOPHARM DIVI
1820,4384,10340,00:00.0,00:00.0,2,PENDOPHARM DIVI
3336,7654,10375,00:00.0,00:00.0,2,GEIGY PHARMS
4564,11760,10383,00:00.0,NULL,1,PALADIN LABS
4564,11761,10391,00:00.0,NULL,1,PALADIN LABS
1893,4558,10405,00:00.0,NULL,1,NOVARTIS PHARMA
3662,8214,10413,00:00.0,00:00.0,1,NOVARTIS PHARMA
3662,8212,10421,00:00.0,00:00.0,1,GEIGY PHARMS
1645,46106,10448,00:00.0,00:00.0,1,NOVARTIS PHARMA
1641,46068,10464,00:00.0,00:00.0,1,NOVARTIS PHARMA
1641,46069,10472,00:00.0,00:00.0,1,NOVARTIS PHARMA
1641,46070,10480,00:00.0,00:00.0,1,NOVARTIS PHARMA
3721,8344,10502,00:00.0,00:00.0,1,GEIGY PHARMS
3676,8238,10510,00:00.0,00:00.0,1,NOVARTIS PHARMA
3676,13554,10529,00:00.0,00:00.0,1,NOVARTIS PHARMA
3720,14890,10537,00:00.0,00:00.0,1,GEIGY PHARMS
2883,11922,11916,00:00.0,00:00.0,1,GLAXO CANADA
2883,7572,11924,00:00.0,00:00.0,2,GLAXO CANADA
2883,24546,11932,00:00.0,00:00.0,2,GLAXO CANADA
2883,7574,11940,00:00.0,00:00.0,2,GLAXO CANADA
3936,13576,11983,00:00.0,00:00.0,2,GLAXO CANADA
3936,8850,11991,00:00.0,00:00.0,3,GLAXO CANADA
3936,11942,12009,00:00.0,00:00.0,2,GLAXO CANADA
37,114,12033,00:00.0,00:00.0,4,GLAXO CANADA
37,13082,12041,00:00.0,00:00.0,3,GLAXO CANADA
2004,4822,12076,00:00.0,00:00.0,1,GLAXO CANADA
585,1356,12084,00:00.0,00:00.0,1,GLAXO CANADA
1579,3658,12149,00:00.0,00:00.0,2,GLAXO CANADA
2882,13241,12173,00:00.0,00:00.0,2,GLAXO CANADA
2882,37046,12181,00:00.0,00:00.0,2,GLAXO CANADA
2884,16772,12211,00:00.0,00:00.0,1,GLAXO CANADA
4126,18619,12246,00:00.0,00:00.0,2,GLAXO CANADA
4126,9518,12254,00:00.0,00:00.0,2,GLAXO CANADA
4126,9519,12262,00:00.0,00:00.0,2,GLAXO CANADA
2849,6649,12289,00:00.0,00:00.0,2,GLAXO CANADA
2849,6651,12297,00:00.0,00:00.0,2,GLAXO CANADA
2849,6656,12300,00:00.0,00:00.0,2,GLAXO CANADA
2849,6657,12319,00:00.0,00:00.0,2,GLAXO CANADA
4047,7731,12351,00:00.0,00:00.0,4,GLAXO CANADA
2883,11923,12378,00:00.0,00:00.0,1,GLAXO CANADA
2883,7573,12386,00:00.0,00:00.0,2,GLAXO CANADA
1324,3006,12483,00:00.0,00:00.0,1,HOECHST CANADA
1324,3005,12491,00:00.0,00:00.0,3,HOECHST CANADA
4599,11947,12521,00:00.0,00:00.0,3,HOECHST CANADA
3660,8209,12580,00:00.0,00:00.0,2,HOECHST CANADA
802,1775,12599,00:00.0,00:00.0,2,HOECHST CANADA
799,1767,12602,00:00.0,00:00.0,3,HOECHST CANADA
799,13317,12610,00:00.0,00:00.0,3,HOECHST CANADA
1610,3736,12629,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1610,3734,12637,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1610,3735,12645,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1593,3691,12696,00:00.0,00:00.0,1,VALEANT CANADA
1593,3692,12718,00:00.0,00:00.0,1,VALEANT CANADA
1583,3668,12742,00:00.0,00:00.0,1,HOFFMANN-LA ROC
3928,8836,12750,00:00.0,NULL,1,LEADIANT BIOSCI
1610,3737,12815,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1688,4054,12823,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1688,4055,12831,00:00.0,00:00.0,1,HOFFMANN-LA ROC
994,2131,12866,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1615,3761,12874,00:00.0,00:00.0,1,HOFFMANN-LA ROC
3907,61672,12882,00:00.0,NULL,5,SANDOZ CANADA I
1743,4226,12904,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1041,2308,12912,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1041,2306,12920,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1988,4759,12955,00:00.0,00:00.0,2,HOFFMANN-LA ROC
1761,4260,12963,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1040,2302,12971,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1991,4767,13064,00:00.0,00:00.0,1,HOFFMANN-LA ROC
125,371,13072,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1615,3764,13110,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1658,13203,13234,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1658,3963,13242,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1615,3767,13277,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1615,3768,13285,00:00.0,NULL,1,HOFFMANN-LA ROC
1615,3766,13293,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1638,46262,13307,00:00.0,00:00.0,1,HOFFMANN-LA ROC
4080,9415,13323,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1897,4573,13331,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1897,4574,13358,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1743,4228,13366,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1041,2309,13374,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1987,4755,13382,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1990,4764,13404,00:00.0,00:00.0,1,HOFFMANN-LA ROC
4072,9399,13412,00:00.0,00:00.0,1,HOFFMANN-LA ROC
4066,9383,13420,00:00.0,00:00.0,1,HOFFMANN-LA ROC
994,14495,13447,00:00.0,00:00.0,1,HOFFMANN-LA ROC
1610,3736,13463,00:00.0,00:00.0,1,FRANK W HORNER
1610,3734,13471,00:00.0,00:00.0,1,FRANK W HORNER
1610,3735,13498,00:00.0,00:00.0,1,FRANK W HORNER
3893,8768,13544,00:00.0,00:00.0,1,CARTER-HORNER
3893,8765,13552,00:00.0,00:00.0,1,CARTER-HORNER
4603,21039,13560,00:00.0,00:00.0,1,CHURCH & DWIGHT
4603,4716,13579,00:00.0,NULL,1,CHURCH & DWIGHT
1426,3219,13587,00:00.0,00:00.0,1,CARTER-HORNER
4603,11901,13595,00:00.0,00:00.0,1,CHURCH & DWIGHT
4603,28207,13609,00:00.0,NULL,1,CHURCH & DWIGHT
1224,11848,13617,00:00.0,NULL,1,CHURCH & DWIGHT
1169,11796,13625,00:00.0,00:00.0,1,CARTER-HORNER
1866,4490,13668,00:00.0,NULL,2,CHURCH & DWIGHT
800,1769,13730,00:00.0,00:00.0,1,FRANK W HORNER
3893,8771,13749,00:00.0,00:00.0,1,CARTER-HORNER
1615,3767,13757,00:00.0,00:00.0,1,CARTER-HORNER
1615,3768,13765,00:00.0,00:00.0,1,AXXESS PHARMA
1615,3766,13773,00:00.0,00:00.0,1,AXXESS PHARMA
1426,11849,13781,00:00.0,00:00.0,1,CARTER-HORNER
4603,4720,13803,00:00.0,NULL,1,CHURCH & DWIGHT
1224,2820,13811,00:00.0,00:00.0,1,CARTER-HORNER
1169,2722,13838,00:00.0,00:00.0,1,CHURCH & DWIGHT
1605,3714,13846,00:00.0,00:00.0,1,FRANK W HORNER
799,1767,13889,00:00.0,00:00.0,1,CARTER-HORNER
1630,3851,13897,00:00.0,00:00.0,1,FRANK W HORNER
1630,3853,13900,00:00.0,00:00.0,1,FRANK W HORNER
1630,3854,13919,00:00.0,00:00.0,1,FRANK W HORNER
1630,3852,13927,00:00.0,00:00.0,1,FRANK W HORNER
1102,2540,13935,00:00.0,00:00.0,1,HYNSON WESCOTT
1319,2997,13994,00:00.0,00:00.0,1,INGRAM AND BELL
1694,4077,14060,00:00.0,00:00.0,2,INGRAM AND BELL
4015,9226,14591,00:00.0,00:00.0,1,LEDERLE
4003,9189,14605,00:00.0,00:00.0,1,LEDERLE
2891,7594,14621,00:00.0,00:00.0,1,STIEFEL CANADA
2891,7595,14648,00:00.0,00:00.0,1,STIEFEL CANADA
1900,4580,14656,00:00.0,00:00.0,1,LEDERLE
3640,8163,14672,00:00.0,00:00.0,2,LEDERLE
4003,9194,14729,00:00.0,00:00.0,1,LEDERLE
4003,9192,14753,00:00.0,00:00.0,1,LEDERLE
1062,2362,14796,00:00.0,00:00.0,2,LEDERLE
1063,45889,14818,00:00.0,00:00.0,3,LEDERLE
2892,6796,14834,00:00.0,00:00.0,2,STIEFEL CANADA
2892,6797,14842,00:00.0,00:00.0,3,STIEFEL CANADA
4129,9537,14850,00:00.0,00:00.0,2,STIEFEL CANADA
2892,6798,14893,00:00.0,00:00.0,2,STIEFEL CANADA
3641,8166,14907,00:00.0,00:00.0,2,LEDERLE
3906,8799,14915,00:00.0,00:00.0,2,LEDERLE
37,122,14923,00:00.0,00:00.0,3,LEDERLE
37,123,14931,00:00.0,00:00.0,2,LEDERLE
6598,17162,14958,00:00.0,00:00.0,2,LEDERLE
1062,11840,14966,00:00.0,00:00.0,3,LEDERLE
4129,9538,14974,00:00.0,00:00.0,1,STIEFEL CANADA
3942,8879,14982,00:00.0,00:00.0,2,LEDERLE
3661,8211,14990,00:00.0,00:00.0,1,LEDERLE
2894,6804,15016,00:00.0,00:00.0,2,STIEFEL CANADA
2894,45307,15024,00:00.0,00:00.0,2,STIEFEL CANADA
1900,4581,15040,00:00.0,00:00.0,1,LEDERLE
1900,4582,15059,00:00.0,00:00.0,1,LEDERLE
4129,6997,15067,00:00.0,00:00.0,1,STIEFEL CANADA
6098,7945,15075,00:00.0,00:00.0,1,LEDERLE
4003,7943,15083,00:00.0,00:00.0,1,LEDERLE
6098,7673,15091,00:00.0,00:00.0,2,LEDERLE
4003,7671,15105,00:00.0,00:00.0,1,LEDERLE
1564,33900,15148,00:00.0,00:00.0,1,PHARMASCIENCE
1564,3598,15156,00:00.0,00:00.0,1,PHARMASCIENCE
4017,9234,15202,00:00.0,00:00.0,1,ELI LILLY CAN
1137,2644,15210,00:00.0,00:00.0,1,ELI LILLY CAN
1644,46059,15229,00:00.0,NULL,1,AA PHARMA INC.
1644,46060,15237,00:00.0,NULL,1,AA PHARMA INC.
1570,3631,15261,00:00.0,00:00.0,1,ELI LILLY CAN
1570,3630,15288,00:00.0,00:00.0,1,PHARMASCIENCE
3313,13541,15318,00:00.0,00:00.0,1,ELI LILLY CAN
3313,7603,15326,00:00.0,00:00.0,1,ELI LILLY CAN
1564,3603,15350,00:00.0,00:00.0,1,ELI LILLY CAN
3971,9032,15369,00:00.0,00:00.0,1,ELI LILLY CAN
2795,6463,15377,00:00.0,00:00.0,1,ELI LILLY AND C
4019,9247,15415,00:00.0,00:00.0,1,ELI LILLY CAN
4042,9331,15423,00:00.0,00:00.0,7,PHARMA PARTNERS
3912,8809,15431,00:00.0,00:00.0,1,ELI LILLY CAN
4017,9235,15474,00:00.0,00:00.0,1,ELI LILLY CAN
2816,6570,15512,00:00.0,00:00.0,1,ELI LILLY CAN
13908,9045,15547,00:00.0,00:00.0,1,PENDOPHARM DIVI
3942,8876,15563,00:00.0,00:00.0,1,ELI LILLY CAN
798,1765,15598,00:00.0,00:00.0,1,ELI LILLY CAN
1565,3607,15601,00:00.0,00:00.0,1,ELI LILLY CAN
1565,3608,15628,00:00.0,00:00.0,1,ELI LILLY CAN
1565,3606,15636,00:00.0,00:00.0,1,ELI LILLY CAN
1445,3277,15709,00:00.0,00:00.0,1,ELI LILLY CAN
2855,6675,15741,00:00.0,NULL,1,PALADIN LABS
1064,2390,15768,00:00.0,00:00.0,7,ELI LILLY CAN
1064,2386,15776,00:00.0,00:00.0,13,ELI LILLY CAN
3942,8879,15849,00:00.0,00:00.0,1,ELI LILLY CAN
1071,2423,15865,00:00.0,00:00.0,1,ELI LILLY CAN
159,474,15954,00:00.0,00:00.0,1,ELI LILLY CAN
159,476,15962,00:00.0,00:00.0,2,ELI LILLY CAN
4022,7948,15970,00:00.0,00:00.0,2,ELI LILLY CAN
4022,7681,15997,00:00.0,00:00.0,1,ELI LILLY CAN
3313,13542,16004,00:00.0,00:00.0,1,ELI LILLY CAN
3313,7605,16012,00:00.0,00:00.0,1,ELI LILLY CAN
3719,8336,16039,00:00.0,00:00.0,1,MERCK FROSST CA
3719,8337,16047,00:00.0,00:00.0,1,MERCK FROSST CA
1103,2542,16055,00:00.0,NULL,1,VALEANT CANADA
3892,8764,16063,00:00.0,00:00.0,1,LUNDBECK INC.
1905,4588,16128,00:00.0,00:00.0,1,MERCK FROSST CA
1040,2304,16160,00:00.0,00:00.0,1,M.S.D. CANADA
1643,46042,16179,00:00.0,00:00.0,1,M.S.D. CANADA
13236,358,16187,00:00.0,00:00.0,1,MERCK FROSST CA
2888,23750,16217,00:00.0,00:00.0,1,MERCK FROSST CA
